Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Object ID
agaV	b3133	3280217	3280690	<i>N</i>-acetyl-D-galactosamine specific PTS enzyme IIB component	G7632
pncC	b2700	2823849	2824346	NMN aminohydrolase	G7409
mdtG	b1053	1114264	1115490	efflux pump MdtG	EG11343
yadI	b0129	144577	145017	putative PTS enzyme IIA component YadI	EG12322
nadK	b2615	2750831	2751709	NAD kinase	EG12192
trkG	b1363	1423782	1425239	Rac prophage; Na<sup>+</sup>-dependent K<sup>+</sup> transporter TrkG	EG11020
sgcC	b4304	4528930	4530243	putative PTS enzyme IIC component SgcC	EG12556
pncB	b0931	989154	990356	nicotinate phosphoribosyltransferase	EG10742
kefC	b0047	47769	49631	K<sup>+</sup> : H<sup>+</sup> antiporter KefC	EG10521
cmtB	b2934	3078887	3079330	mannitol-specific PTS enzyme IIA component CmtB	EG11791
nadA	b0750	782085	783128	quinolinate synthase	EG10630
glcA	b2975	3119597	3121279	glycolate/lactate:H<sup>+</sup> symporter GlcA	G7542
ulaB	b4194	4421393	4421698	L-ascorbate specific PTS enzyme IIB component	EG12494
feaB	b1385	1447519	1449018	phenylacetaldehyde dehydrogenase	G7961
mdtC	b2076	2158386	2161463	multidrug efflux pump RND permease subunit MdtC	G7115
ulaA	b4193	4419980	4421377	L-ascorbate specific PTS enzyme IIC component	G7856
nadC	b0109	117752	118645	quinolinate phosphoribosyltransferase (decarboxylating)	EG11546
ynfM	b1596	1669699	1670952	putative transporter YnfM	G6854
fryB	b2387	2507916	2508242	putative PTS enzyme IIB component FryB	G7250
pncA	b1768	1851887	1852528	nicotinamidase	EG11135
citT	b0612	645117	646580	citrate:succinate antiporter	G6338
sgcB	b4565	4530255	4530533	putative PTS enzyme IIB component SgcB	G0-10241
moaA	b0781	817044	818033	GTP 3',8'-cyclase	EG11595
abgT	b1336	1400247	1401773	<i>p</i>-aminobenzoyl glutamate:H<sup>+</sup> symporter	EG12853
agaB	b3138	3284170	3284646	galactosamine-specific PTS enzyme IIB component	EG12769
moeA	b0827	865129	866364	molybdopterin molybdotransferase	EG10153
cycA	b4208	4429864	4431276	D-serine/alanine/glycine:H<sup>+</sup>symporter	EG12504
cmtA	b2933	3077471	3078859	mannitol-specific PTS enzyme IICB component CmtA	EG11792
mocA	b2877	3015160	3015738	molybdenum cofactor cytidylyltransferase	G7496
dtpB	b3496	3640862	3642331	dipeptide/tripeptide:H<sup>+</sup> symporter DtpB	EG12232
ulaC	b4195	4421708	4422172	L-ascorbate specific PTS enzyme IIA component	EG12495
moaC	b0783	818570	819055	cyclic pyranopterin monophosphate synthase	EG11666
lldP	b3603	3777399	3779054	lactate/glycolate:H<sup>+</sup> symporter LldP	EG11961
glvB	b3682	3861987	3862472	putative PTS enzyme II component GlvB	EG11709
moaB	b0782	818055	818567	protein MoaB	EG11596
chaA	b1216	1270749	1271849	Na<sup>+</sup>/K<sup>+</sup>:H<sup>+</sup> antiporter ChaA	EG11753
fryA	b2383	2501990	2504485	putative PTS multiphosphoryl transfer protein FryA	G7246
moeB	b0826	864380	865129	molybdopterin-synthase adenylyltransferase	EG10154
yaaU	b0045	45807	47138	putative transporter YaaU	EG11566
frwC	b3949	4142530	4143609	putative PTS enzyme IIC component FrwC	EG11908
agaC	b3139	3284685	3285488	galactosamine-specific PTS enzyme IIC component	EG12770
codB	b0336	354922	356181	cytosine transporter	EG11327
modA	b0763	795089	795862	molybdate ABC transporter periplasmic binding protein	EG12427
mobA	b3857	4041415	4041999	molybdenum cofactor guanylyltransferase	EG11829
putP	b1015	1079305	1080813	proline:Na<sup>+</sup> symporter	EG10802
frvB	b3899	4090915	4092366	putative PTS enzyme IIBC component FrvB	EG11863
moaD	b0784	819048	819293	MoaD-S // molybdopterin synthase sulfur carrier subunit	EG11597
glpT	b2240	2351016	2352374	sn-glycerol 3-phosphate:phosphate antiporter	EG10401
sgcA	b4302	4527549	4527980	putative PTS enzyme IIA component SgcA	EG12554
mog	    b0009	9306	9893	molybdopterin adenylyltransferase	EG11511
xanQ	b2882	3024351	3025751	xanthine:H+ symporter XanQ	G7501
glvC	b3683	3862497	3863603	putative PTS enzyme II component GlvC	EG11710
shiA	b1981	2053643	2054959	shikimate:H+ symporter	G7067
modC	b0765	796554	797612	molybdate ABC transporter ATP binding subunit	EG10152
ansP	b1453	1524481	1525980	L-asparagine transporter	G6764
fdhD	b3895	4086016	4086849	sulfurtransferase for molybdenum cofactor sulfuration	EG11859
yajR	b0427	445302	446666	putative transport protein YajR	G6241
moaE	b0785	819295	819747	molybdopterin synthase catalytic subunit	EG11598
cyuP	b3110	3256679	3258010	L-cysteine importer	EG12754
entE	b0594	626070	627680	2,3-dihydroxybenzoate-AMP ligase	EG10263
adiC	b4115	4335694	4337031	arginine:agmatine antiporter	EG12462
entC	b0593	624885	626060	isochorismate synthase EntC	EG10261
luxS	b2687	2814218	2814733	<i>S</i>-ribosylhomocysteine lyase	EG12712
ampG	b0433	452070	453545	muropeptide:H<sup>+</sup> symporter	EG12183
entH	b0597	629300	629713	proofreading thioesterase in enterobactin biosynthesis	EG11105
phoH	b1020	1084992	1086056	ATP-binding protein PhoH	EG11734
mdtP	b4080	4299564	4301030	putative multidrug efflux pump outer membrane channel	EG11952
entD	b0583	609459	610079	phosphopantetheinyl transferase EntD	EG10262
wbbI	b2034	2105065	2106057	&beta;-1,6-galactofuranosyltransferase WbbI	EG11983
mdtL	b3710	3891615	3892790	efflux pump MdtL	EG11720
entA	b0596	628551	629297	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	EG10259
ais	    b2252	2365018	2365620	putative lipopolysaccharide core heptose(II)-phosphate phosphatase	G7165
kup	    b3747	3931316	3933184	K<sup>+</sup>:H<sup>+</sup> symporter Kup	EG11541
ubiK	b3042	3184840	3185130	ubiquinone biosynthesis accessory factor UbiK	G7582
rfaD	b3619	3793987	3794919	ADP-L-glycero-D-mannoheptose 6-epimerase	EG10838
focA	b0904	953609	954466	formate channel FocA	EG11258
ubiD	b3843	4024988	4026481	3-octaprenyl-4-hydroxybenzoate decarboxylase	EG11396
kdsA	b1215	1268165	1269019	3-deoxy-D-<i>manno</i>-octulosonate 8-phosphate synthase	EG10518
panF	b3258	3407607	3409058	pantothenate:Na+ symporter	EG10685
menI	b1686	1765222	1765632	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	G6912
hldE	b3052	3195320	3196753	fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase	G7590
dsdX	b2365	2477847	2479184	D-serine transporter	EG10250
menB	b2262	2375962	2376819	1,4-dihydroxy-2-naphthoyl-CoA synthase	EG11368
eptB	b3546	3708784	3710475	phosphoethanolamine transferase EptB	EG12267
ygcS	b2771	2896533	2897870	putative transporter YgcS	G7437
dxr	    b0173	193521	194717	1-deoxy-D-xylulose 5-phosphate reductoisomerase	EG12715
kdsB	b0918	970852	971598	3-deoxy-<i>manno</i>-octulosonate cytidylyltransferase	EG10519
nimT	b1791	1875673	1876854	2-nitroimidazole exporter	G6977
ispE	b1208	1262026	1262877	4-(cytidine 5'-diphospho)-2-<i>C</i>-methyl-D-erythritol kinase	EG11294
kdsD	b3197	3341266	3342252	D-arabinose 5-phosphate isomerase KdsD	G7662
cvrA	b1191	1240335	1242071	putative K<sup>+</sup>:H<sup>+</sup> antiporter	G6620
menF	b2265	2379348	2380643	isochorismate synthase MenF	EG12362
gutQ	b2708	2829813	2830778	D-arabinose 5-phosphate isomerase GutQ	EG10973
mmuP	b0260	275325	276728	CP4-6 prophage; <i>S</i>-methyl-L-methionine transporter	G6135
ubiX	b2311	2428057	2428626	flavin prenyltransferase	EG11044
gmhA	b0222	243543	244121	D-sedoheptulose 7-phosphate isomerase	G6106
ygjI	b3078	3226234	3227667	putative transporter YgjI	EG12720
menC	b2261	2375000	2375962	o-succinylbenzoate synthase	EG11532
gmhB	b0200	222833	223408	D-<i>glycero</i>-&beta;-D-<i>manno</i>-heptose-1,7-bisphosphate 7-phosphatase	EG11736
ttdT	b3063	3208024	3209487	L-tartrate:succinate antiporter	EG12393
ispA	b0421	440202	441101	geranyl diphosphate/farnesyl diphosphate synthase	EG10508
ubiT	b3157	3300752	3301276	anaerobic ubiquinone biosynthesis accessory factor UbiT	G7651
galP	b2943	3088284	3089678	galactose:H<sup>+</sup> symporter	EG12148
arnA	b2255	2368039	2370021	fused UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronate dehydrogenase	G7168
arnT	b2257	2370908	2372560	lipid IVA 4-amino-4-deoxy-L-arabinosyltransferase	G7170
ghxP	b4064	4278479	4279828	guanine/hypoxanthine transporter GhxP	EG11939
ubiE	b3833	4018855	4019610	bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinol methylase and demethylmenaquinone methyltransferase	EG11473
ispD	b2747	2871780	2872490	2-<i>C</i>-methyl-D-erythritol 4-phosphate cytidylyltransferase	G7423
emrD	b3673	3853922	3855106	multidrug efflux pump EmrD	EG11693
arnB	b2253	2365910	2367067	UDP-4-amino-4-deoxy-L-arabinose aminotransferase	G7166
arnC	b2254	2367071	2368039	undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	G7167
rhtB	b3824	4008439	4009059	L-homoserine/L-homoserine lactone/L-threonine exporter	EG11469
ubiC	b4039	4252506	4253003	chorismate lyase	EG11369
pagP	b0622	656557	657117	Lipid A palmitoyltransferase	EG12180
xanP	b3654	3828945	3830336	xanthine:H+ symporter XanP	EG11194
ubiH	b2907	3052340	3053518	2-octaprenyl-6-methoxyphenol 4-hydroxylase	EG11324
menE	b2260	2373648	2375003	<i>o</i>-succinylbenzoate&mdash;CoA ligase	EG12437
nhaA	b0019	17489	18655	Na<sup>+</sup>:H<sup>+</sup> antiporter NhaA	EG10652
ilvG	b4488	3950560	3952204	acetolactate synthase II subunit IlvG	G8221
betT	b0314	329463	331496	choline:H+ symporter	EG10112
yfaS	b4500	2329798	2334402	putative macroglobulin family protein, N-terminal fragment	G7155
ispH	b0029	26277	27227	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	EG11081
ispF	b2746	2871301	2871780	2-<i>C</i>-methyl-D-erythritol 2,4-cyclodiphosphate synthase	EG11816
hcaT	b2536	2666707	2667846	putative 3-phenylpropionate transporter	G7330
insB7	b4576	4518721	4519224		G0-10569
menD	b2264	2377589	2379259	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	EG10579
ydiN	b1691	1772512	1773777	putative transporter YdiN	G6917
yedS	b4496	2034051	2035243	putative outer membrane protein YedS, N-terminal fragment	G7052
ubiU	b3158	3301485	3302480	ubiquinone biosynthesis protein UbiU	G7652
rutG	b1006	1068511	1069839	pyrimidine:H<sup>+</sup> symporter	G6517
insX	b4505	280114	280362		G0-10433
ubiJ	b3834	4019624	4020229	ubiquinone biosynthesis accessory factor UbiJ	EG11474
dgoT	b3691	3870438	3871730	D-galactonate:H<sup>+</sup> symporter	EG20053
yjgX	b4575	4499593	4500791	KpLE2 phage-like element; putative phosphoethanolamine transferase YjgX, N-terminal fragment	G7898
ispB	b3187	3333710	3334681	<i>all-trans</i>-octaprenyl-diphosphate synthase	EG10017
ybaL	b0478	501562	503238	putative transporter YbaL	EG12623
ydbA	b4492			putative outer membrane protein, N-terminal fragment	G6722
idi 	b2889	3033065	3033613	isopentenyl-diphosphate &Delta;-isomerase	G7508
cusA	b0575	598714	601857	copper/silver export system RND permease	EG12367
bcsQ	b3534	3695233	3695985	cellulose biosynthesis protein	EG12261
mdtD	b2077	2161464	2162879	putative multidrug efflux pump MdtD	EG12136
yghX	b4658	3146856	3147691	putative hydrolase fragment	G7557
ubiA	b4040	4253016	4253888	4-hydroxybenzoate octaprenyltransferase	EG11370
ubiF	b0662	695101	696276	3-demethoxyubiquinol 3-hydroxylase	G6365
tehA	b1429	1500573	1501565	tellurite resistance protein	EG11883
efeU	b4490	1081356	1082185	inactive ferrous iron permease EfeU	G6525
ubiI	b2906	3051115	3052317	2-octaprenylphenol 6-hydroxylase	EG11333
setC	b3659	3836953	3838137	putative arabinose exporter	EG11687
ygeF	b2850	2990554	2991043	protein YgeF	G7470
menH	b2263	2376834	2377592	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	EG12438
emrB	b2686	2812616	2814154	multidrug efflux pump membrane subunit EmrB	EG11439
yaiT	b4580			putative autotransporter YaiT	G6222
ubiG	b2232	2339567	2340289	bifunctional 3-demethylubiquinone-<i>8</i> 3-<i>O</i>-methyltransferase and 2-octaprenyl-6-hydroxyphenol methylase	EG11143
xylE	b4031	4240779	4242254	D-xylose:H<sup>+</sup> symporter	EG11076
yjbI	b4038	4250703	4252283	pentapeptide repeats-containing protein YjbI	EG11927
mtr	    b3161	3304573	3305817	tryptophan:H<sup>+</sup> symporter Mtr	EG10617
yfcU	b4661	2452356	2455001	putative outer membrane usher protein YfcU	G7209
menA	b3930	4119423	4120349	1,4-dihydroxy-2-naphthoate octaprenyltransferase	EG11880
ubiV	b3159	3302489	3303367	ubiquinone biosynthesis protein UbiV	G7653
araE	b2841	2980764	2982182	arabinose:H<sup>+</sup> symporter	EG10056
G0-10697					G0-10697
ubiB	b3835	4020226	4021866	ubiquinone biosynthesis protein UbiB	EG11476
gapC	b4493	1489713	1490713	glyceraldehyde-3-phosphate dehydrogenase	G8205
ispG	b2515	2640686	2641804	(<em>E</em>)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin)	EG10370
yeeL	b4497	2052276	2053328	putative glycosyltransferase, N-terminal fragment	G7066
thiS	b4407	4192637	4192837	sulfur carrier protein ThiS	G1
ycgI	b4521	1223564	1223907	protein YcgI	G0-10444
thiF	b3992	4192821	4193576	sulfur carrier protein ThiS adenylyltransferase	EG11587
arpB	b4494	1803094	1804993	putative ankyrin repeat protein B, N-terminal fragment	G6926
thiB	b0068	74497	75480	thiamine ABC transporter periplasmic binding protein	EG11574
yqiG	b3046			putative outer membrane usher protein YqiG	G7585
thiM	b2104	2184513	2185301	hydroxyethylthiazole kinase	M007
ycgH	b4491	1219601	1222248	putative transporter component, N-terminal fragment	G6609
cof 	b0446	467412	468230	HMP-PP phosphatase	G6246
yhiL	b4660	3632852	3634458	DUF4049 domain-containing protein YhiL	EG12227
thiL	b0417	435634	436611	thiamine monophosphate kinase	G6234
ygeL	b2856	2994937	2995092	protein YgeL	G7476
thiG	b3991	4191865	4192635	1-deoxy-D-xylulose 5-phosphate:thiol sulfurtransferase	EG11589
renD	b0542			DLP12 prophage; protein RenD	G6298
thiC	b3994	4194204	4196099	phosphomethylpyrimidine synthase	EG11585
wbbL	b4571			interrupted rhamnosyltransferase WbbL	EG11986
thiQ	b0066	72229	72927	thiamine ABC transporter ATP binding subunit	EG11572
ygaQ	b4462	2786397	2788649	putative uncharacterized protein YgaQ	G7389
thiK	b1106	1163260	1164084	thiamine kinase	G6566
yehH	b4499	2197410	2200269		G8208
thiH	b3990	4190735	4191868	2-iminoacetate synthase	EG11590
yoeA	b4582			CP4-44 prophage; TonB-dependent receptor plug domain-containing protein YoeA	G7075
thiE	b3993	4193569	4194204	thiamine phosphate synthase	EG11586
yncK	b4578	1503218	1503649		G0-10557
yjhV	b4286	4509804	4510133	KpLE2 phage-like element; putative uncharacterized protein YjhV	G7907
thiP	b0067	72911	74521	thiamine ABC transporter membrane subunit	EG11573
thiD	b2103	2183716	2184516	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	G7135
yedN	b4495	2011223	2012351	putative type III secreted effector, N-terminal fragment	G7043
panB	b0134	148807	149601	3-methyl-2-oxobutanoate hydroxymethyltransferase	EG11675
cybC	b4236	4459488	4459855		EG50008
panE	b0425	443604	444515	2-dehydropantoate 2-reductase	G6239
yhcE	b4569			putative uncharacterized protein YhcE	G7671
panC	b0133	147944	148795	pantothenate synthetase	EG11746
lomR	b4570			Rac prophage; protein LomR_1	G6692
coaA	b3974	4174076	4175026	pantothenate kinase	EG10922
yhiS	b3504			putative uncharacterized protein YhiS	EG12238
dfp 	b3639	3812731	3813951	fused 4'-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase	EG10004
ygeO	b2859	2995962	2996360	putative uncharacterized protein YgeO	G7479
panD	b0131	146314	146694	PanD &beta; cleavage product // PanD &alpha; cleavage product // aspartate 1-decarboxylase proenzyme	EG11747
ybcY	b0562	582152	582806	DLP12 prophage; putative SAM-dependent methyltransferase YbcY	G6316
coaD	b3634	3809825	3810304	pantetheine-phosphate adenylyltransferase	EG11190
yejO	b2190			adhesin-like autotransporter YejO	EG12051
coaE	b0103	112599	113219	dephospho-CoA kinase	EG12312
ygaY	b2681	2808316	2809493	putative transporter YgaY, N-terminal fragment	G7403
folP	b3177	3324063	3324911	dihydropteroate synthase	EG50011
yaiX	b4579			putative acyltransferase, N-terminal fragment	G6214
folE	b2153	2242984	2243652	GTP cyclohydrolase 1	EG11375
yneO	b4696	1592665	1598086	AIDA-I family autotransporter YneO	EG11780
yiiX	b3937	4127286	4127894	putative lipid-binding hydrolase YiiX	EG11882
pabB	b1812	1894805	1896166	aminodeoxychorismate synthase subunit 1	EG10683
ygfB	b2909	3054866	3055444	PF03695 family protein YgfB	EG11323
pabC	b1096	1153300	1154109	aminodeoxychorismate lyase	EG11493
ygdB	b2824	2962749	2963156	DUF2509 domain-containing protein YgdB	EG11155
nudB	b1865	1948180	1948632	dihydroneopterin triphosphate diphosphatase	EG11138
yjeN	b4157	4385393	4385707	uncharacterized protein YjeN	G7838
folB	b3058	3204221	3204589	dihydroneopterin aldolase	EG11673
yfcL	b2325	2443891	2444169	PF08891 family protein YfcL	G7200
folK	b0142	157253	157732	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	EG11374
ydhW	b1672	1751077	1751724	uncharacterized protein YdhW	G6900
pabA	b3360	3490266	3490829	aminodeoxychorismate synthase subunit 2	EG10682
ycaP	b0906	956762	957454	DUF421 domain-containing protein YcaP	G6469
hemN	b3867	4052045	4053418	coproporphyrinogen III dehydrogenase	EG11836
ydcH	b1426	1498651	1498875	DUF465 domain-containing protein YdcH	EG12865
hemG	b3850	4034608	4035153	protoporphyrinogen oxidase	EG11485
yebF	b1847	1930034	1930390	secreted protein YebF	EG11807
hemD	b3804	3989088	3989828	uroporphyrinogen-III synthase	EG10430
yciG	b1259	1315856	1316035	stress-induced bacterial acidophilic repeat motifs-containing protein YciG	EG11127
hemA	b1210	1263714	1264970	glutamyl-tRNA reductase	EG10427
yrbL	b3207	3348452	3349084	protein kinase-like domain-containing protein YrbL	G7667
hemF	b2436	2553225	2554124	coproporphyrinogen III oxidase	EG12189
yfaP	b2225	2327367	2328143	DUF2135 domain-containing protein YfaP	G7152
hemE	b3997	4197716	4198780	uroporphyrinogen decarboxylase	EG11543
ynfC	b1585	1656747	1657457	PF06788 family lipoprotein YnfC	G6843
hemH	b0475	498055	499017	ferrochelatase	EG10431
chiQ	b0682	709790	710116	lipoprotein ChiQ	G6371
hemB	b0369	388753	389727	porphobilinogen synthase	EG10428
ybcH	b0567	587091	587981	putative exopolysaccharide secretion system auxiliary component	EG12448
cysG	b3368	3497828	3499201	siroheme synthase	EG10188
ybgE	b0735	774309	774602	PF09600 family protein YbgE	EG12395
znuC	b1858	1942662	1943417	Zn<sup>2+</sup> ABC transporter ATP binding subunit	G7018
yadE	b0130	145081	146310	putative polysaccharide deacetylase lipoprotein YadE	EG11749
hemL	b0154	173602	174882	glutamate-1-semialdehyde 2,1-aminomutase	EG10432
ygjP	b3085	3235960	3236463	putative metal-dependent hydrolase	G7604
hemC	b3805	3989825	3990766	hydroxymethylbilane synthase	EG10429
yobB	b1843	1925440	1926096	putative carbon-nitrogen hydrolase family protein YobB	G7015
bisC	b3551	3714061	3716394	biotin sulfoxide reductase	EG10124
ydcJ	b1423	1495288	1496631	DUF1338 domain-containing protein YdcJ	G6738
bioF	b0776	810381	811535	8-amino-7-oxononanoate synthase	EG10121
ybeQ	b0644	675570	676547	Sel1 repeat-containing protein YbeQ	G6351
bioB	b0775	809344	810384	biotin synthase	EG10118
yjjI	b4380	4615515	4617065	DUF3029 domain-containing protein YjjI	EG12171
bioH	b3412	3544074	3544844	pimeloyl-acyl carrier protein methyl ester esterase	EG10122
yedF	b1930	2009479	2009712	putative sulfurtransferase YedF	EG11661
bioC	b0777	811522	812277	malonyl-acyl carrier protein methyltransferase	EG10119
ygeG	b2851	2991268	2991759	TPR repeat-containing putative chaperone YgeG	G7471
